"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","p_crd_ghlth","TimeFrame","GeoVintage","Source","Location"
"Census Tract","06067008509","CA","06067008509","=""06067008509""","8.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008510","CA","06067008510","=""06067008510""","9.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008512","CA","06067008512","=""06067008512""","7.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008513","CA","06067008513","=""06067008513""","7.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008600","CA","06067008600","=""06067008600""","12.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008702","CA","06067008702","=""06067008702""","9.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008703","CA","06067008703","=""06067008703""","10.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008704","CA","06067008704","=""06067008704""","9.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008705","CA","06067008705","=""06067008705""","9.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008801","CA","06067008801","=""06067008801""","11.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008905","CA","06067008905","=""06067008905""","15.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008907","CA","06067008907","=""06067008907""","18.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008908","CA","06067008908","=""06067008908""","19.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008909","CA","06067008909","=""06067008909""","18.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008910","CA","06067008910","=""06067008910""","16.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008911","CA","06067008911","=""06067008911""","23.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008912","CA","06067008912","=""06067008912""","13.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067008913","CA","06067008913","=""06067008913""","17.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009004","CA","06067009004","=""06067009004""","16.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009005","CA","06067009005","=""06067009005""","18.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009006","CA","06067009006","=""06067009006""","22.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009007","CA","06067009007","=""06067009007""","19.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009008","CA","06067009008","=""06067009008""","22.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009010","CA","06067009010","=""06067009010""","13.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009011","CA","06067009011","=""06067009011""","10.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009103","CA","06067009103","=""06067009103""","14.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009105","CA","06067009105","=""06067009105""","18.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009106","CA","06067009106","=""06067009106""","12.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009107","CA","06067009107","=""06067009107""","14.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009108","CA","06067009108","=""06067009108""","13.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009109","CA","06067009109","=""06067009109""","14.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009110","CA","06067009110","=""06067009110""","25.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009111","CA","06067009111","=""06067009111""","14.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009112","CA","06067009112","=""06067009112""","15.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009201","CA","06067009201","=""06067009201""","17.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009307","CA","06067009307","=""06067009307""","14.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009308","CA","06067009308","=""06067009308""","15.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009309","CA","06067009309","=""06067009309""","14.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009310","CA","06067009310","=""06067009310""","14.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009311","CA","06067009311","=""06067009311""","16.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009312","CA","06067009312","=""06067009312""","15.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009314","CA","06067009314","=""06067009314""","18.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009316","CA","06067009316","=""06067009316""","19.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009317","CA","06067009317","=""06067009317""","15.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009318","CA","06067009318","=""06067009318""","20.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009319","CA","06067009319","=""06067009319""","19.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009320","CA","06067009320","=""06067009320""","20.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009321","CA","06067009321","=""06067009321""","16.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009322","CA","06067009322","=""06067009322""","14.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009323","CA","06067009323","=""06067009323""","13.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009324","CA","06067009324","=""06067009324""","12.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009325","CA","06067009325","=""06067009325""","10.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009326","CA","06067009326","=""06067009326""","12.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009328","CA","06067009328","=""06067009328""","11.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009329","CA","06067009329","=""06067009329""","17.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009330","CA","06067009330","=""06067009330""","13.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009331","CA","06067009331","=""06067009331""","11.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009332","CA","06067009332","=""06067009332""","16.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009403","CA","06067009403","=""06067009403""","18.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009404","CA","06067009404","=""06067009404""","15.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009406","CA","06067009406","=""06067009406""","15.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009407","CA","06067009407","=""06067009407""","14.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009408","CA","06067009408","=""06067009408""","17.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009501","CA","06067009501","=""06067009501""","23.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009502","CA","06067009502","=""06067009502""","17.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009503","CA","06067009503","=""06067009503""","24.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009504","CA","06067009504","=""06067009504""","18.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009601","CA","06067009601","=""06067009601""","21.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009606","CA","06067009606","=""06067009606""","23.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009608","CA","06067009608","=""06067009608""","17.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009609","CA","06067009609","=""06067009609""","14.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009610","CA","06067009610","=""06067009610""","20.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009611","CA","06067009611","=""06067009611""","16.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009612","CA","06067009612","=""06067009612""","13.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009614","CA","06067009614","=""06067009614""","13.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009615","CA","06067009615","=""06067009615""","12.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009616","CA","06067009616","=""06067009616""","14.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009617","CA","06067009617","=""06067009617""","11.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009618","CA","06067009618","=""06067009618""","14.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009619","CA","06067009619","=""06067009619""","13.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009622","CA","06067009622","=""06067009622""","11.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009630","CA","06067009630","=""06067009630""","12.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009632","CA","06067009632","=""06067009632""","11.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009633","CA","06067009633","=""06067009633""","22.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009634","CA","06067009634","=""06067009634""","23.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009635","CA","06067009635","=""06067009635""","11.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009636","CA","06067009636","=""06067009636""","12.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009637","CA","06067009637","=""06067009637""","12.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009638","CA","06067009638","=""06067009638""","12.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009639","CA","06067009639","=""06067009639""","17.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009800","CA","06067009800","=""06067009800""","22.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067009900","CA","06067009900","=""06067009900""","23.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067988300","CA","06067988300","=""06067988300""","15.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
