"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pgtbach","TimeFrame","GeoVintage","Source","Location"
"Census Tract","06067006300","CA","06067006300","=""06067006300""","7.01","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006400","CA","06067006400","=""06067006400""","2.99","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006501","CA","06067006501","=""06067006501""","0.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006502","CA","06067006502","=""06067006502""","2.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006600","CA","06067006600","=""06067006600""","2.56","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006703","CA","06067006703","=""06067006703""","5.30","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006704","CA","06067006704","=""06067006704""","5.16","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006705","CA","06067006705","=""06067006705""","2.89","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006706","CA","06067006706","=""06067006706""","1.26","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006801","CA","06067006801","=""06067006801""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006802","CA","06067006802","=""06067006802""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006803","CA","06067006803","=""06067006803""","0.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006901","CA","06067006901","=""06067006901""","10.44","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006902","CA","06067006902","=""06067006902""","6.21","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007001","CA","06067007001","=""06067007001""","1.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007007","CA","06067007007","=""06067007007""","4.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007010","CA","06067007010","=""06067007010""","14.82","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007011","CA","06067007011","=""06067007011""","10.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007012","CA","06067007012","=""06067007012""","7.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007013","CA","06067007013","=""06067007013""","15.90","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007016","CA","06067007016","=""06067007016""","10.43","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007017","CA","06067007017","=""06067007017""","14.12","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007019","CA","06067007019","=""06067007019""","14.09","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007020","CA","06067007020","=""06067007020""","19.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007021","CA","06067007021","=""06067007021""","6.39","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007022","CA","06067007022","=""06067007022""","7.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007023","CA","06067007023","=""06067007023""","7.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007024","CA","06067007024","=""06067007024""","2.57","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007025","CA","06067007025","=""06067007025""","18.24","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007026","CA","06067007026","=""06067007026""","12.83","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007027","CA","06067007027","=""06067007027""","17.59","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007028","CA","06067007028","=""06067007028""","17.50","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007101","CA","06067007101","=""06067007101""","12.23","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007103","CA","06067007103","=""06067007103""","17.91","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007105","CA","06067007105","=""06067007105""","17.63","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007106","CA","06067007106","=""06067007106""","14.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007107","CA","06067007107","=""06067007107""","19.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007108","CA","06067007108","=""06067007108""","21.86","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007109","CA","06067007109","=""06067007109""","8.21","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007110","CA","06067007110","=""06067007110""","21.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007111","CA","06067007111","=""06067007111""","26.02","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007202","CA","06067007202","=""06067007202""","2.30","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007204","CA","06067007204","=""06067007204""","5.40","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007206","CA","06067007206","=""06067007206""","3.54","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007207","CA","06067007207","=""06067007207""","2.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007208","CA","06067007208","=""06067007208""","2.93","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007209","CA","06067007209","=""06067007209""","2.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007301","CA","06067007301","=""06067007301""","3.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007402","CA","06067007402","=""06067007402""","2.11","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007403","CA","06067007403","=""06067007403""","4.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007413","CA","06067007413","=""06067007413""","3.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007414","CA","06067007414","=""06067007414""","2.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007415","CA","06067007415","=""06067007415""","3.90","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007416","CA","06067007416","=""06067007416""","1.92","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007417","CA","06067007417","=""06067007417""","6.14","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007422","CA","06067007422","=""06067007422""","3.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007423","CA","06067007423","=""06067007423""","3.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007424","CA","06067007424","=""06067007424""","8.10","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007426","CA","06067007426","=""06067007426""","3.60","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007427","CA","06067007427","=""06067007427""","7.09","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007428","CA","06067007428","=""06067007428""","9.48","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007429","CA","06067007429","=""06067007429""","4.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007430","CA","06067007430","=""06067007430""","1.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007431","CA","06067007431","=""06067007431""","7.72","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007432","CA","06067007432","=""06067007432""","6.67","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007434","CA","06067007434","=""06067007434""","0.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007435","CA","06067007435","=""06067007435""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007436","CA","06067007436","=""06067007436""","13.51","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007437","CA","06067007437","=""06067007437""","2.36","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007438","CA","06067007438","=""06067007438""","9.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007439","CA","06067007439","=""06067007439""","9.68","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007501","CA","06067007501","=""06067007501""","6.57","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007503","CA","06067007503","=""06067007503""","7.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007504","CA","06067007504","=""06067007504""","8.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007602","CA","06067007602","=""06067007602""","11.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007603","CA","06067007603","=""06067007603""","13.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007604","CA","06067007604","=""06067007604""","8.93","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007701","CA","06067007701","=""06067007701""","12.10","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007702","CA","06067007702","=""06067007702""","23.95","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007801","CA","06067007801","=""06067007801""","11.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007802","CA","06067007802","=""06067007802""","22.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007903","CA","06067007903","=""06067007903""","13.18","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007904","CA","06067007904","=""06067007904""","13.33","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007905","CA","06067007905","=""06067007905""","10.55","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007906","CA","06067007906","=""06067007906""","10.98","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008005","CA","06067008005","=""06067008005""","18.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008006","CA","06067008006","=""06067008006""","23.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008007","CA","06067008007","=""06067008007""","14.81","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008008","CA","06067008008","=""06067008008""","12.94","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008009","CA","06067008009","=""06067008009""","20.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008010","CA","06067008010","=""06067008010""","11.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008111","CA","06067008111","=""06067008111""","4.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008113","CA","06067008113","=""06067008113""","5.89","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008117","CA","06067008117","=""06067008117""","5.98","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008119","CA","06067008119","=""06067008119""","7.71","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008120","CA","06067008120","=""06067008120""","9.38","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008122","CA","06067008122","=""06067008122""","16.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008124","CA","06067008124","=""06067008124""","6.32","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008125","CA","06067008125","=""06067008125""","7.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008127","CA","06067008127","=""06067008127""","2.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008128","CA","06067008128","=""06067008128""","4.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008129","CA","06067008129","=""06067008129""","4.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008130","CA","06067008130","=""06067008130""","2.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008131","CA","06067008131","=""06067008131""","13.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008132","CA","06067008132","=""06067008132""","6.80","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008133","CA","06067008133","=""06067008133""","3.60","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008134","CA","06067008134","=""06067008134""","2.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008135","CA","06067008135","=""06067008135""","10.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008136","CA","06067008136","=""06067008136""","4.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008137","CA","06067008137","=""06067008137""","7.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008138","CA","06067008138","=""06067008138""","6.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008139","CA","06067008139","=""06067008139""","3.83","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008140","CA","06067008140","=""06067008140""","4.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008141","CA","06067008141","=""06067008141""","5.47","2018-2022","2022","Census","Sacramento (County, 2022)"
