"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pdoctorate","TimeFrame","GeoVintage","Source","Location"
"Census Tract","06067004604","CA","06067004604","=""06067004604""","0.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004701","CA","06067004701","=""06067004701""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004702","CA","06067004702","=""06067004702""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004801","CA","06067004801","=""06067004801""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004802","CA","06067004802","=""06067004802""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004904","CA","06067004904","=""06067004904""","1.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004906","CA","06067004906","=""06067004906""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004907","CA","06067004907","=""06067004907""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004908","CA","06067004908","=""06067004908""","1.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004909","CA","06067004909","=""06067004909""","1.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067004910","CA","06067004910","=""06067004910""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005002","CA","06067005002","=""06067005002""","0.38","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005003","CA","06067005003","=""06067005003""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005004","CA","06067005004","=""06067005004""","1.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005101","CA","06067005101","=""06067005101""","0.18","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005102","CA","06067005102","=""06067005102""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005201","CA","06067005201","=""06067005201""","1.56","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005202","CA","06067005202","=""06067005202""","1.75","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005204","CA","06067005204","=""06067005204""","1.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005205","CA","06067005205","=""06067005205""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005301","CA","06067005301","=""06067005301""","1.01","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005402","CA","06067005402","=""06067005402""","2.03","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005403","CA","06067005403","=""06067005403""","8.92","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005404","CA","06067005404","=""06067005404""","3.67","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005502","CA","06067005502","=""06067005502""","0.61","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005505","CA","06067005505","=""06067005505""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005506","CA","06067005506","=""06067005506""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005508","CA","06067005508","=""06067005508""","2.50","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005509","CA","06067005509","=""06067005509""","1.33","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005510","CA","06067005510","=""06067005510""","0.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005601","CA","06067005601","=""06067005601""","0.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005605","CA","06067005605","=""06067005605""","0.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005606","CA","06067005606","=""06067005606""","1.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005701","CA","06067005701","=""06067005701""","1.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005702","CA","06067005702","=""06067005702""","1.96","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005801","CA","06067005801","=""06067005801""","6.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005803","CA","06067005803","=""06067005803""","3.23","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005804","CA","06067005804","=""06067005804""","5.40","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005901","CA","06067005901","=""06067005901""","1.97","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005903","CA","06067005903","=""06067005903""","0.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067005904","CA","06067005904","=""06067005904""","1.04","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006002","CA","06067006002","=""06067006002""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006003","CA","06067006003","=""06067006003""","0.36","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006004","CA","06067006004","=""06067006004""","2.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006101","CA","06067006101","=""06067006101""","1.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006102","CA","06067006102","=""06067006102""","1.30","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006202","CA","06067006202","=""06067006202""","0.23","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006203","CA","06067006203","=""06067006203""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006204","CA","06067006204","=""06067006204""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006300","CA","06067006300","=""06067006300""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006400","CA","06067006400","=""06067006400""","0.12","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006501","CA","06067006501","=""06067006501""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006502","CA","06067006502","=""06067006502""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006600","CA","06067006600","=""06067006600""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006703","CA","06067006703","=""06067006703""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006704","CA","06067006704","=""06067006704""","0.43","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006705","CA","06067006705","=""06067006705""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006706","CA","06067006706","=""06067006706""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006801","CA","06067006801","=""06067006801""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006802","CA","06067006802","=""06067006802""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006803","CA","06067006803","=""06067006803""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006901","CA","06067006901","=""06067006901""","1.25","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067006902","CA","06067006902","=""06067006902""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007001","CA","06067007001","=""06067007001""","0.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007007","CA","06067007007","=""06067007007""","0.48","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007010","CA","06067007010","=""06067007010""","2.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007011","CA","06067007011","=""06067007011""","3.30","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007012","CA","06067007012","=""06067007012""","0.30","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007013","CA","06067007013","=""06067007013""","0.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007016","CA","06067007016","=""06067007016""","1.12","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007017","CA","06067007017","=""06067007017""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007019","CA","06067007019","=""06067007019""","0.72","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007020","CA","06067007020","=""06067007020""","1.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007021","CA","06067007021","=""06067007021""","0.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007022","CA","06067007022","=""06067007022""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007023","CA","06067007023","=""06067007023""","1.96","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007024","CA","06067007024","=""06067007024""","0.71","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007025","CA","06067007025","=""06067007025""","1.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007026","CA","06067007026","=""06067007026""","1.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007027","CA","06067007027","=""06067007027""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007028","CA","06067007028","=""06067007028""","1.98","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007101","CA","06067007101","=""06067007101""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007103","CA","06067007103","=""06067007103""","0.56","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007105","CA","06067007105","=""06067007105""","1.85","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007106","CA","06067007106","=""06067007106""","1.32","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007107","CA","06067007107","=""06067007107""","3.55","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007108","CA","06067007108","=""06067007108""","2.93","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007109","CA","06067007109","=""06067007109""","0.99","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007110","CA","06067007110","=""06067007110""","2.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007111","CA","06067007111","=""06067007111""","1.71","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007202","CA","06067007202","=""06067007202""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007204","CA","06067007204","=""06067007204""","0.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007206","CA","06067007206","=""06067007206""","0.89","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007207","CA","06067007207","=""06067007207""","0.63","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007208","CA","06067007208","=""06067007208""","0.59","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007209","CA","06067007209","=""06067007209""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007301","CA","06067007301","=""06067007301""","2.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007402","CA","06067007402","=""06067007402""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007403","CA","06067007403","=""06067007403""","0.25","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007413","CA","06067007413","=""06067007413""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007414","CA","06067007414","=""06067007414""","0.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007415","CA","06067007415","=""06067007415""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007416","CA","06067007416","=""06067007416""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007417","CA","06067007417","=""06067007417""","0.38","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007422","CA","06067007422","=""06067007422""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007423","CA","06067007423","=""06067007423""","0.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007424","CA","06067007424","=""06067007424""","0.83","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007426","CA","06067007426","=""06067007426""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007427","CA","06067007427","=""06067007427""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007428","CA","06067007428","=""06067007428""","1.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007429","CA","06067007429","=""06067007429""","0.26","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007430","CA","06067007430","=""06067007430""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007431","CA","06067007431","=""06067007431""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007432","CA","06067007432","=""06067007432""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007434","CA","06067007434","=""06067007434""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007435","CA","06067007435","=""06067007435""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007436","CA","06067007436","=""06067007436""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007437","CA","06067007437","=""06067007437""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007438","CA","06067007438","=""06067007438""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007439","CA","06067007439","=""06067007439""","0.64","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007501","CA","06067007501","=""06067007501""","0.26","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007503","CA","06067007503","=""06067007503""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007504","CA","06067007504","=""06067007504""","1.43","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007602","CA","06067007602","=""06067007602""","0.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007603","CA","06067007603","=""06067007603""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007604","CA","06067007604","=""06067007604""","0.81","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007701","CA","06067007701","=""06067007701""","1.09","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007702","CA","06067007702","=""06067007702""","3.18","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007801","CA","06067007801","=""06067007801""","1.62","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007802","CA","06067007802","=""06067007802""","2.11","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007903","CA","06067007903","=""06067007903""","2.09","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007904","CA","06067007904","=""06067007904""","0.18","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007905","CA","06067007905","=""06067007905""","2.83","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007906","CA","06067007906","=""06067007906""","0.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008005","CA","06067008005","=""06067008005""","1.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008006","CA","06067008006","=""06067008006""","0.78","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008007","CA","06067008007","=""06067008007""","0.63","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008008","CA","06067008008","=""06067008008""","2.01","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008009","CA","06067008009","=""06067008009""","4.44","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008010","CA","06067008010","=""06067008010""","2.43","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008111","CA","06067008111","=""06067008111""","1.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008113","CA","06067008113","=""06067008113""","0.34","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008117","CA","06067008117","=""06067008117""","0.44","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008119","CA","06067008119","=""06067008119""","0.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008120","CA","06067008120","=""06067008120""","0.14","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008122","CA","06067008122","=""06067008122""","1.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008124","CA","06067008124","=""06067008124""","0.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008125","CA","06067008125","=""06067008125""","0.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008127","CA","06067008127","=""06067008127""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008128","CA","06067008128","=""06067008128""","0.40","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008129","CA","06067008129","=""06067008129""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008130","CA","06067008130","=""06067008130""","0.48","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008131","CA","06067008131","=""06067008131""","2.03","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008132","CA","06067008132","=""06067008132""","0.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008133","CA","06067008133","=""06067008133""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008134","CA","06067008134","=""06067008134""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008135","CA","06067008135","=""06067008135""","1.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008136","CA","06067008136","=""06067008136""","0.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008137","CA","06067008137","=""06067008137""","1.17","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008138","CA","06067008138","=""06067008138""","0.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008139","CA","06067008139","=""06067008139""","0.80","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008140","CA","06067008140","=""06067008140""","1.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008141","CA","06067008141","=""06067008141""","1.51","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008142","CA","06067008142","=""06067008142""","1.23","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008143","CA","06067008143","=""06067008143""","1.04","2018-2022","2022","Census","Sacramento (County, 2022)"
